UKATEGORIE;UART;ULICHTVERH;XGCSWGS84;YGCSWGS84;STRZUSTAND;GEN_K
"3";"4";"0";6.95505655800;50.95856071400;"0";Köln
"3";"5";"0";6.89483046600;50.93739892300;"0";Köln
"3";"5";"1";6.75077851800;50.65422328300;"0";Euskirchen
"3";"1";"0";6.87369866800;50.93787019300;"0";Köln
"3";"4";"0";6.82069492100;50.92844411800;"0";Rhein-Erft-Kreis
"3";"5";"0";6.13038538700;51.78564944700;"0";Kleve
"3";"5";"0";6.77514210100;51.11317194600;"0";Rhein-Kreis Neuss
"1";"5";"0";6.66660016300;51.19696786500;"0";Rhein-Kreis Neuss
"3";"5";"0";6.68486383300;51.16796603700;"0";Rhein-Kreis Neuss
"3";"4";"0";6.68306668100;51.25667622800;"0";Rhein-Kreis Neuss
"3";"0";"0";6.62614980100;51.26807065700;"0";Rhein-Kreis Neuss
"2";"3";"0";6.33405604200;51.20733787600;"0";Mönchengladbach
"3";"5";"0";6.45276299600;51.15376444600;"0";Mönchengladbach
"3";"6";"0";6.97685831900;51.46137603200;"0";Essen
"3";"9";"1";6.75129006000;51.40246957800;"0";Duisburg
"3";"3";"0";6.79566209100;51.22445517100;"0";Düsseldorf
"3";"5";"0";6.82295679200;51.20686664900;"0";Düsseldorf
"3";"3";"0";8.40362527900;51.89764154900;"0";Gütersloh
"3";"5";"0";8.88279592400;52.05047338100;"0";Lippe
"2";"5";"0";8.64588952300;52.15242638600;"1";Herford
"3";"5";"0";8.90055873200;51.92041535500;"0";Lippe
"3";"5";"0";8.90571422400;52.03134612400;"1";Lippe
"2";"4";"0";7.87938056600;50.89950934700;"0";Siegen-Wittgenstein
"3";"5";"0";8.58942276300;51.40363855800;"0";Hochsauerlandkreis
"2";"9";"0";7.66691745100;51.23043616300;"0";Märkischer Kreis
"3";"5";"0";7.45852816700;51.36964500000;"0";Hagen
"3";"2";"0";7.58285720400;51.36283290800;"0";Hagen
"3";"5";"0";7.52864334700;51.61820802200;"0";Unna
"3";"3";"0";7.42409194000;51.97567595200;"0";Coesfeld
"3";"5";"0";6.97524738200;52.19102845700;"0";Borken
"3";"5";"2";7.01500098700;52.08258279900;"0";Borken
"3";"0";"0";7.44176492900;51.76468304600;"0";Coesfeld
"3";"4";"2";7.10369472400;51.71549721500;"0";Recklinghausen
"3";"0";"0";6.93789760100;51.67746228800;"0";Recklinghausen
"3";"8";"0";7.02133610400;52.08689955600;"0";Borken
"2";"5";"2";6.35459787900;50.92009085300;"0";Düren
"3";"5";"2";6.44201823200;50.83128471600;"0";Düren
"3";"5";"0";6.47335049100;51.85451800600;"0";Borken
"2";"0";"0";6.47809009100;50.79796028400;"0";Düren
"3";"5";"0";6.60077132800;51.84684163500;"0";Borken
"3";"5";"0";7.63337323600;51.95337542700;"0";Münster
"3";"5";"0";7.20529476300;50.82233322000;"0";Rhein-Sieg-Kreis
"3";"0";"0";6.78786902800;51.22685526300;"0";Düsseldorf
"3";"5";"0";8.78537530200;52.13497879600;"0";Herford
"2";"1";"0";7.38879536300;50.88411987100;"0";Rhein-Sieg-Kreis
"3";"0";"2";7.07198542000;51.02060714400;"0";Rheinisch-Bergischer Kreis
"3";"0";"0";7.65706452800;50.89584728800;"0";Oberbergischer Kreis
"3";"0";"0";7.40875337600;50.98771957800;"0";Oberbergischer Kreis
"3";"0";"0";6.82602915300;50.91886906800;"0";Rhein-Erft-Kreis
"3";"8";"2";6.77842947900;50.97125765200;"0";Rhein-Erft-Kreis
"3";"5";"0";6.56494060000;50.99991774700;"0";Rhein-Erft-Kreis
"3";"3";"0";6.97261716400;50.93040680700;"0";Köln
"3";"4";"0";6.96073947400;50.93554893200;"0";Köln
"3";"5";"0";6.65843174700;51.62950694000;"0";Wesel
"3";"5";"0";7.21273212500;51.51356820000;"1";Bochum
"2";"4";"0";6.69988679800;51.24084068000;"0";Rhein-Kreis Neuss
"3";"5";"0";7.11065935000;51.26816554500;"0";Wuppertal
"3";"5";"0";8.71494827800;51.74809738000;"0";Paderborn
"3";"5";"0";8.90201474100;52.28246714200;"0";Minden-Lübbecke
"3";"5";"0";8.92534358700;52.28952144200;"0";Minden-Lübbecke
"3";"4";"0";8.68672730500;51.99225361100;"0";Lippe
"2";"5";"2";7.71846744700;52.28553006900;"0";Steinfurt
"3";"4";"0";7.71075443300;52.27473302300;"0";Steinfurt
"2";"4";"0";8.61260453200;52.06821150700;"0";Bielefeld
"3";"5";"0";8.00753766600;50.86737952100;"0";Siegen-Wittgenstein
"3";"3";"0";7.64717615900;51.90447914400;"0";Münster
"3";"5";"0";7.35449017600;51.24799581300;"0";Ennepe-Ruhr-Kreis
"3";"0";"0";6.96477709900;51.56554518400;"1";Recklinghausen
"3";"8";"0";7.54924067700;51.59295937700;"0";Unna
"3";"3";"2";6.21578515400;50.63279385000;"0";Städteregion Aachen
"2";"3";"0";7.85715496000;51.83592962900;"0";Warendorf
"3";"5";"0";7.02333352900;50.83113593700;"1";Rhein-Sieg-Kreis
"3";"6";"2";7.47442786900;50.83945116900;"0";Rhein-Sieg-Kreis
"2";"0";"2";7.40413554000;52.10661521800;"0";Steinfurt
"3";"5";"0";7.45232443100;51.76806136800;"0";Coesfeld
"2";"4";"0";6.99651974300;52.07507560600;"0";Borken
"3";"5";"1";6.81468746900;50.65653956800;"0";Euskirchen
"2";"3";"0";6.24170920400;51.11767929300;"0";Heinsberg
"3";"5";"0";6.37258405800;50.83761348100;"0";Düren
"3";"5";"0";6.70400304600;50.92936620500;"1";Rhein-Erft-Kreis
"3";"0";"0";7.02093318800;50.97908186000;"0";Köln
"3";"1";"1";6.93898197800;50.93641287300;"0";Köln
"3";"5";"0";7.13668566600;50.70147950700;"1";Bonn
"3";"1";"0";7.57179765600;51.00920369900;"0";Oberbergischer Kreis
"3";"3";"0";6.76827183100;50.65679443000;"0";Euskirchen
"3";"5";"0";7.07945132000;50.73046568000;"1";Bonn
"3";"5";"0";6.73180378300;51.57259095000;"1";Wesel
"3";"5";"0";7.04119149100;51.27680216000;"0";Mettmann
"3";"0";"0";6.95046416400;51.30883961600;"0";Mettmann
"3";"5";"0";6.12818523100;51.78398786300;"1";Kleve
"3";"5";"2";7.00338670700;50.96188814500;"0";Köln
"3";"5";"0";6.47564862600;51.41475321800;"0";Viersen
"3";"5";"0";6.38286272300;51.25908493400;"0";Viersen
"3";"5";"2";6.92661077200;50.94271708000;"0";Köln
"3";"0";"2";6.94027278300;50.94189775200;"0";Köln
"3";"5";"0";6.86363943400;51.44763188600;"0";Mülheim an der Ruhr
"3";"5";"2";6.88700294200;51.43361570000;"1";Mülheim an der Ruhr
"2";"5";"0";6.96220869300;51.17778511700;"0";Mettmann
"2";"3";"0";7.05711335400;51.28972695600;"0";Mettmann
"3";"3";"0";6.80870833400;51.23188911600;"0";Düsseldorf
"3";"3";"0";6.79856905200;51.51560876400;"0";Oberhausen
"3";"5";"0";6.74824479200;51.44261179500;"0";Duisburg
"3";"5";"1";6.74387550900;51.51180269900;"0";Duisburg
"3";"3";"0";8.87955403600;52.26456464200;"0";Minden-Lübbecke
"3";"0";"0";8.34852526800;51.90361269900;"0";Gütersloh
"3";"0";"0";8.60735192200;51.99290332000;"1";Bielefeld
"3";"5";"0";7.62398044500;51.51780188900;"0";Unna
"3";"0";"2";8.15878597800;51.58153023300;"0";Soest
"2";"5";"0";7.94816748300;51.11542813800;"0";Olpe
"3";"6";"0";7.81354195900;51.68448226600;"0";Hamm
"3";"1";"2";7.43699019900;51.60037018900;"0";Unna
"3";"0";"0";7.45925660700;51.49076485800;"0";Dortmund
"3";"5";"0";7.45877478400;51.54287784600;"0";Dortmund
"3";"5";"0";7.21409688700;51.52063773800;"0";Herne
"3";"5";"0";7.47493755100;51.50518197700;"0";Dortmund
"3";"2";"0";8.02928253000;51.75713302100;"0";Warendorf
"3";"5";"0";7.73029028000;51.79823808500;"0";Warendorf
"3";"5";"0";7.78106680600;52.31751109800;"0";Steinfurt
"3";"5";"0";7.37148465500;52.23349022100;"0";Steinfurt
"3";"5";"0";7.25554650500;52.19182784700;"0";Steinfurt
"3";"5";"0";7.47437904000;52.09961368500;"0";Steinfurt
"3";"5";"0";7.41703847900;51.98041154200;"1";Coesfeld
"3";"3";"1";7.62450996000;51.95561006700;"0";Münster
"3";"0";"0";7.05502939900;52.18849834800;"0";Borken
"3";"5";"0";7.07329852900;51.52198539600;"0";Gelsenkirchen
"3";"0";"0";7.08272050500;51.48475242100;"0";Gelsenkirchen
"2";"5";"0";7.17306277300;50.80880758300;"0";Rhein-Sieg-Kreis
"3";"3";"0";6.48260213700;50.61948520500;"0";Düren
"3";"5";"0";6.15637399200;50.81747277800;"0";Städteregion Aachen
"2";"5";"0";6.80125096800;50.90989257500;"1";Rhein-Erft-Kreis
"3";"0";"0";6.80216749300;50.99508231600;"0";Rhein-Erft-Kreis
"3";"5";"0";7.06065112800;50.90655843300;"1";Köln
"3";"3";"0";6.85452206900;50.99892374300;"0";Köln
"2";"4";"2";6.82625943000;51.05629523500;"0";Köln
"2";"0";"0";6.92657778500;50.93103142100;"0";Köln
"2";"5";"0";7.03937456700;50.76880140000;"0";Rhein-Sieg-Kreis
"3";"3";"0";6.88614749400;50.96428536400;"0";Köln
"3";"5";"0";6.91262825300;50.94570749000;"0";Köln
"3";"5";"0";7.09153325900;50.74498771300;"0";Bonn
"3";"5";"0";7.16734928400;50.67799881500;"0";Bonn
"3";"5";"0";6.61374734300;51.67001396300;"1";Wesel
"3";"0";"0";6.94207875800;51.30132384500;"1";Mettmann
"3";"5";"2";6.45493494300;51.77127959400;"1";Kleve
"3";"6";"0";6.43336391100;51.19576673900;"0";Mönchengladbach
"3";"5";"0";6.55485266500;51.28005042400;"0";Viersen
"3";"5";"0";6.84191431300;51.09676366700;"0";Rhein-Kreis Neuss
"2";"5";"0";6.83882813100;51.47860782800;"0";Oberhausen
"3";"5";"0";7.00145433400;51.48168293900;"1";Essen
"2";"0";"0";6.90928726100;51.47711196000;"0";Essen
"3";"5";"0";7.07311688700;51.42147037500;"0";Essen
"3";"8";"0";6.99075487500;51.39962339900;"0";Essen
"3";"5";"0";6.78090989300;51.46898738300;"1";Duisburg
"3";"1";"0";6.77776013700;51.23520179200;"0";Düsseldorf
"3";"2";"0";7.16323435600;51.54402546700;"0";Herne
"3";"4";"0";7.22585567300;51.53569577900;"0";Herne
"3";"5";"1";7.27222475900;51.51645826400;"0";Bochum
"3";"4";"0";7.18814639400;51.47577815100;"0";Bochum
"3";"5";"0";7.71035095500;52.27422443200;"0";Steinfurt
"3";"5";"0";7.13307789000;51.66141918200;"0";Recklinghausen
"3";"3";"0";6.98539790200;51.57142038800;"0";Recklinghausen
"3";"5";"0";6.00040163500;50.99209050600;"0";Heinsberg
"3";"5";"1";6.22574963600;50.77125729800;"0";Städteregion Aachen
"3";"4";"0";6.08667935100;50.76132279000;"0";Städteregion Aachen
"3";"4";"0";7.29665459700;50.76782070700;"0";Rhein-Sieg-Kreis
"3";"2";"0";7.00946528700;51.09876215800;"0";Rheinisch-Bergischer Kreis
"3";"5";"0";7.07541805700;51.08425784000;"0";Rheinisch-Bergischer Kreis
"3";"0";"2";6.69737598000;51.00487075000;"0";Rhein-Erft-Kreis
"2";"5";"0";6.91288056800;50.93678488800;"0";Köln
"3";"1";"0";6.95879272800;50.92112065600;"0";Köln
"3";"5";"0";7.08720094200;50.73715487400;"0";Bonn
"2";"5";"0";6.07031324000;51.79206938500;"0";Kleve
"3";"5";"0";6.98485503200;52.06862958800;"0";Borken
"3";"7";"0";6.99709300500;52.21414470400;"0";Borken
"3";"5";"0";6.85945189000;51.51983964400;"1";Oberhausen
"3";"5";"0";7.07130708100;51.16399835300;"0";Solingen
"3";"5";"0";7.21392647600;51.17728818400;"0";Remscheid
"3";"5";"0";7.00503190500;51.45733459600;"0";Essen
"2";"5";"0";6.77621244700;51.26216515600;"0";Düsseldorf
"3";"4";"0";8.87058994800;52.29532124300;"0";Minden-Lübbecke
"3";"5";"0";8.45675628700;52.20284119100;"0";Herford
"3";"5";"0";6.04904159000;50.76929411000;"0";Städteregion Aachen
"1";"0";"2";7.39016810400;51.91388405900;"0";Coesfeld
"3";"3";"0";8.29635812000;51.85456593000;"0";Gütersloh
"3";"5";"0";8.38164940800;51.89394598200;"0";Gütersloh
"3";"3";"0";8.73982167400;52.06828393400;"0";Lippe
"3";"5";"0";8.48327423700;52.02264415000;"0";Bielefeld
"3";"0";"1";7.58541948300;51.44892701000;"1";Unna
"3";"2";"0";8.30825974600;51.68151575000;"0";Soest
"2";"0";"1";8.40170132100;51.36180789000;"1";Hochsauerlandkreis
"3";"2";"0";7.38789781200;51.38487438300;"0";Ennepe-Ruhr-Kreis
"3";"0";"0";7.81200996800;51.68077615800;"0";Hamm
"3";"5";"0";7.47441144800;51.51493370900;"0";Dortmund
"2";"5";"0";7.43180791900;51.76734412900;"0";Coesfeld
"3";"0";"0";7.23748640800;51.60447384300;"1";Recklinghausen
"3";"3";"0";7.10913896100;51.51616745600;"1";Gelsenkirchen
"3";"5";"0";6.18609352800;51.10050932700;"0";Heinsberg
"3";"5";"0";6.76230748500;50.78970843200;"0";Rhein-Erft-Kreis
"3";"5";"0";6.76016358600;50.80029999600;"0";Rhein-Erft-Kreis
"3";"4";"0";6.85613773700;50.92900498900;"1";Köln
"3";"5";"0";6.92468638500;50.78266297400;"0";Rhein-Sieg-Kreis
"3";"8";"1";7.09269493900;50.74281781600;"1";Bonn
"3";"5";"0";6.76648481200;51.56354538300;"0";Wesel
"3";"3";"0";6.63911409800;51.35176869800;"1";Krefeld
"3";"3";"0";6.53827361700;51.34452124700;"1";Krefeld
"3";"0";"0";7.07458899300;51.17694006200;"1";Solingen
"2";"0";"0";7.23894154500;51.21100005100;"1";Remscheid
"3";"0";"0";6.93295455100;51.48733721200;"1";Essen
"3";"5";"0";6.74706118100;51.23117397100;"0";Düsseldorf
"3";"5";"0";8.39066571800;51.90674034800;"0";Gütersloh
"3";"0";"2";8.31093688300;51.84625333600;"0";Gütersloh
"3";"5";"0";7.63476625800;51.61380133600;"0";Unna
"3";"0";"2";8.54911947200;52.04846157600;"1";Bielefeld
"3";"5";"0";7.46551370300;51.69021181100;"1";Unna
"3";"5";"2";8.33445148200;51.65426208400;"1";Soest
"3";"5";"0";7.88862766200;51.54709295900;"1";Soest
"3";"5";"0";7.85721441600;51.49259685700;"0";Soest
"3";"0";"0";7.99699860800;51.48071214000;"0";Soest
"3";"3";"2";7.45870275200;51.35707003600;"0";Hagen
"3";"6";"0";7.52757914300;51.61789024400;"0";Unna
"3";"5";"0";8.39281407600;51.90491322600;"0";Gütersloh
"3";"4";"0";8.05423462800;51.77196143700;"0";Warendorf
"2";"5";"0";7.49478739100;51.50308839400;"0";Dortmund
"3";"5";"1";7.14404130700;51.92268599900;"0";Coesfeld
"3";"3";"0";7.46209166100;51.50971338700;"0";Dortmund
"3";"5";"0";6.77689472600;51.40626563900;"0";Duisburg
"3";"5";"0";8.58014574700;52.14638085300;"0";Herford
"3";"5";"0";8.62779834800;51.89291249400;"0";Gütersloh
"2";"5";"0";8.82844588900;51.94905390900;"0";Lippe
"3";"5";"0";8.63940520100;52.05552355400;"0";Bielefeld
"3";"5";"0";8.09007671800;51.57015981700;"0";Soest
"3";"5";"0";7.97803183800;50.83956794500;"0";Siegen-Wittgenstein
"3";"0";"0";6.53031234400;51.32778597900;"0";Krefeld
"3";"4";"1";7.83708522000;51.01299747100;"0";Olpe
"3";"0";"0";7.80693829800;51.68159029400;"0";Hamm
"3";"4";"0";7.47859018600;51.38102499100;"0";Hagen
"2";"4";"0";7.44882205500;51.49783529400;"0";Dortmund
"2";"2";"0";7.14729392800;51.44887180200;"0";Bochum
"3";"5";"0";6.45430973000;51.22318781000;"0";Mönchengladbach
"3";"0";"0";6.64953314400;51.16973514200;"0";Rhein-Kreis Neuss
"3";"5";"0";8.03718962400;51.98842135800;"0";Warendorf
"3";"0";"0";7.71531482900;52.26363849800;"0";Steinfurt
"3";"5";"0";7.16832341900;51.93650966700;"0";Coesfeld
"3";"5";"0";7.56915752100;51.94234200300;"0";Münster
"2";"5";"0";7.72367980000;51.91363119200;"0";Münster
"3";"0";"0";6.47706368000;50.79732916100;"0";Düren
"3";"4";"0";6.11699623100;50.84424010100;"0";Städteregion Aachen
"3";"6";"0";6.06548250300;50.79498332700;"0";Städteregion Aachen
"3";"5";"0";6.06303705900;50.79743644500;"0";Städteregion Aachen
"3";"5";"0";7.25556739900;50.79741421400;"0";Rhein-Sieg-Kreis
"2";"7";"0";7.23392891700;51.05883376000;"0";Rheinisch-Bergischer Kreis
"3";"5";"2";6.91461083300;50.94849307700;"0";Köln
"3";"5";"0";6.95673140700;50.90383085900;"0";Köln
"2";"5";"0";6.99154980000;51.18553381100;"0";Mettmann
"3";"5";"0";6.94467535100;51.32539463800;"0";Mettmann
"3";"1";"0";7.07153930800;51.15750007500;"0";Solingen
"3";"0";"0";6.44416303600;51.19163315700;"0";Mönchengladbach
"3";"7";"0";7.08387239200;51.44395022600;"0";Essen
"3";"3";"0";6.74280898800;51.52730510700;"0";Duisburg
"3";"3";"0";6.73824065000;51.45160301100;"0";Duisburg
"3";"5";"0";7.22963932300;51.28805182500;"0";Wuppertal
"3";"5";"0";8.27778057700;51.85807394200;"0";Gütersloh
"2";"3";"0";8.36158721600;52.02519854600;"0";Gütersloh
"3";"5";"0";8.67642685400;51.96075986800;"0";Lippe
"2";"5";"0";7.62942063800;51.65900219400;"0";Unna
"3";"4";"0";7.67749554000;51.53455912000;"0";Unna
"3";"5";"1";7.67749554000;51.53455912000;"0";Unna
"3";"0";"0";8.32885528900;51.67723993800;"0";Soest
"2";"5";"0";8.10553730700;51.56241315600;"0";Soest
"3";"5";"0";7.69232022700;51.39510631800;"0";Märkischer Kreis
"3";"5";"1";6.43907601200;51.17535659800;"0";Mönchengladbach
"3";"5";"0";7.17151608800;51.47177209400;"0";Bochum
"3";"5";"0";6.43558701300;51.16655651200;"0";Mönchengladbach
"2";"2";"0";7.21316315100;51.49233799400;"0";Bochum
"3";"5";"0";6.55346687900;51.34032807900;"0";Krefeld
"3";"5";"0";7.78558288400;51.97972471100;"0";Warendorf
"3";"6";"0";7.39970668900;52.12532884900;"0";Steinfurt
"3";"0";"0";7.57328378700;52.11281983200;"0";Steinfurt
"3";"5";"0";7.13393681700;52.00646257200;"0";Coesfeld
"3";"2";"0";7.72117403200;51.97900112100;"0";Münster
"3";"5";"0";6.77763552100;51.43763433600;"0";Duisburg
"2";"5";"0";7.11656897200;51.66199757600;"0";Recklinghausen
"3";"5";"0";7.02155220100;51.53534970800;"0";Gelsenkirchen
"3";"5";"0";6.06334861200;50.76152622600;"0";Städteregion Aachen
"3";"5";"0";7.15202004300;50.81408574400;"0";Rhein-Sieg-Kreis
"3";"5";"0";7.23753923400;50.81178909500;"0";Rhein-Sieg-Kreis
"3";"5";"1";7.01283369400;51.09856890000;"0";Rheinisch-Bergischer Kreis
"2";"3";"2";6.89165163100;51.24239116400;"0";Düsseldorf
"3";"4";"0";7.25999208500;50.97012545100;"0";Rheinisch-Bergischer Kreis
"3";"4";"0";7.12095485400;50.98602387900;"0";Rheinisch-Bergischer Kreis
"3";"4";"0";6.84033311300;50.75720707900;"0";Euskirchen
"3";"5";"0";8.57202747200;52.15490821900;"0";Herford
"3";"3";"0";6.84996193000;51.04292036300;"0";Köln
"3";"3";"0";6.69485663100;51.24663298300;"0";Rhein-Kreis Neuss
"3";"0";"0";6.91128397500;50.93682842700;"0";Köln
"3";"0";"0";6.86594625800;50.93703139500;"0";Köln
"3";"5";"0";7.03613687700;51.44043712300;"0";Essen
"3";"5";"0";6.93013725600;50.62492463800;"0";Rhein-Sieg-Kreis
"3";"0";"0";6.95686997700;51.25463534800;"0";Mettmann
"3";"5";"0";8.64915544800;52.14311214500;"0";Herford
"3";"3";"0";6.32887083900;51.51925536200;"0";Kleve
"3";"5";"2";6.13023428500;51.78794906100;"0";Kleve
"3";"0";"2";6.91465938300;50.90344901900;"0";Köln
"3";"5";"0";7.21582010900;51.54402810300;"0";Herne
"3";"1";"0";7.62538692700;51.95220808300;"0";Münster
"3";"5";"0";7.62496239000;51.46568384600;"0";Unna
"3";"5";"0";6.67301733700;50.93411548700;"0";Rhein-Erft-Kreis
"3";"4";"0";7.18651252900;51.60422246700;"0";Recklinghausen
"3";"0";"0";7.63280533900;51.97308470900;"0";Münster
"3";"5";"0";6.95125319600;50.97260648400;"0";Köln
"3";"5";"0";6.28475821800;50.80611747300;"0";Städteregion Aachen
"3";"8";"0";8.82020588200;52.23669348000;"0";Minden-Lübbecke
"3";"0";"0";7.16925059600;50.78148797700;"0";Rhein-Sieg-Kreis
"3";"5";"0";6.94953886500;51.48185918900;"0";Essen
"3";"1";"0";6.91259916900;51.45268249600;"0";Mülheim an der Ruhr
"3";"1";"0";8.04065370500;50.87894183100;"0";Siegen-Wittgenstein
"3";"0";"2";8.25966033000;51.88791637800;"0";Gütersloh
"3";"7";"0";7.04669170900;52.22477952000;"0";Borken
"3";"8";"0";7.99871400800;51.96364352500;"0";Warendorf
"3";"5";"0";7.67719410100;51.97387663600;"0";Münster
"3";"0";"0";6.81771406900;51.93400738900;"0";Borken
"3";"0";"0";8.51669999200;52.02827887400;"0";Bielefeld
"2";"0";"0";7.13084392900;51.26491063900;"0";Wuppertal
"3";"5";"0";7.52279596000;51.62930464100;"1";Unna
"3";"2";"0";7.01138603700;51.10409730800;"0";Rheinisch-Bergischer Kreis
"3";"5";"0";6.78062138600;51.37531249500;"0";Duisburg
"3";"1";"0";6.96558559900;51.40716362000;"0";Essen
"2";"0";"0";6.29864467600;51.82703731100;"0";Kleve
"3";"5";"1";7.05300435600;50.87774370400;"0";Köln
"2";"5";"0";8.63335767600;52.16568935200;"0";Herford
"3";"0";"0";6.07172694000;51.69174656700;"0";Kleve
"2";"8";"0";7.50914796400;50.98867205000;"0";Oberbergischer Kreis
"3";"5";"0";7.30530564500;50.85786528300;"0";Rhein-Sieg-Kreis
"3";"0";"0";6.42773399300;51.84617815100;"0";Borken
"3";"0";"2";7.63146227900;51.44351061400;"0";Märkischer Kreis
"2";"0";"0";7.39073760900;52.12164187600;"0";Steinfurt
"2";"5";"0";6.72421023000;51.52534921000;"0";Duisburg
"2";"0";"2";7.71530816700;52.26362007000;"0";Steinfurt
"3";"0";"0";6.85495837600;51.84427163700;"0";Borken
"3";"0";"2";8.24887847900;51.88709778200;"0";Gütersloh
"3";"4";"0";7.85008648100;51.68410929700;"0";Hamm
"3";"5";"0";6.99443459800;51.56915067800;"0";Recklinghausen
"2";"5";"0";6.73224617300;51.15714426300;"0";Rhein-Kreis Neuss
"3";"5";"0";6.67107185900;51.60644218100;"0";Wesel
"3";"4";"0";7.70634445600;51.97373280600;"0";Münster
"3";"5";"2";7.66140699900;51.58731423000;"1";Unna
"3";"0";"0";7.13055783500;51.47074229800;"0";Bochum
"3";"3";"0";7.63772866500;51.97217575000;"0";Münster
"3";"3";"0";7.43521067700;51.93780024600;"0";Coesfeld
"3";"0";"2";6.54192169200;51.32992047500;"0";Krefeld
"3";"0";"2";9.12189602000;52.06864084800;"0";Lippe
"2";"5";"0";7.38235256000;50.92986079100;"0";Rhein-Sieg-Kreis
"3";"3";"1";6.67121498700;50.98299451100;"0";Rhein-Erft-Kreis
"3";"5";"0";7.37574278100;52.23897690800;"0";Steinfurt
"3";"6";"0";7.61945162900;51.95298333300;"0";Münster
"3";"0";"0";6.25718771600;51.29451473600;"0";Viersen
"3";"5";"0";8.39285185300;51.88136802000;"0";Gütersloh
"3";"0";"0";7.08048304300;51.66277997300;"0";Recklinghausen
"3";"0";"0";6.21532668700;50.77104484600;"0";Städteregion Aachen
"3";"0";"0";6.85880807400;50.97567336700;"0";Köln
"3";"0";"0";6.94307117200;51.13766094100;"1";Mettmann
"2";"5";"2";7.16341229800;51.25868988300;"0";Wuppertal
"2";"0";"2";6.64785572300;51.22782259900;"0";Rhein-Kreis Neuss
"2";"1";"0";8.37608788700;51.69408057000;"0";Soest
"3";"1";"0";6.92366463600;50.94692525900;"0";Köln
"3";"2";"0";6.95749998600;51.05060095000;"0";Leverkusen
"2";"5";"0";6.69813065800;51.45197982500;"0";Duisburg
"3";"5";"0";7.00699126200;51.40324078300;"0";Essen
"3";"4";"0";8.02744477300;51.83318422900;"0";Warendorf
"3";"0";"0";7.63569670900;51.90102865900;"0";Münster
"3";"4";"0";6.69855487600;51.85007427400;"0";Borken
"3";"4";"0";6.59192739300;51.41156787600;"0";Wesel
"3";"5";"0";6.43854821000;51.27531697100;"0";Viersen
"3";"1";"0";7.55107517800;52.12735686600;"0";Steinfurt
"3";"5";"2";7.00887302300;51.55002381200;"0";Recklinghausen
"2";"5";"0";6.74562062000;50.65279887300;"0";Euskirchen
"2";"5";"0";6.83681544600;50.85697904100;"0";Rhein-Erft-Kreis
"3";"0";"0";7.09978366700;50.90940171800;"1";Köln
"3";"5";"0";6.90054862700;50.95757713700;"0";Köln
"2";"0";"0";6.90336067100;50.93702548500;"1";Köln
"3";"0";"0";7.18083021600;50.66795601600;"0";Bonn
"3";"5";"0";7.16780795900;50.74503755700;"0";Bonn
"3";"5";"0";6.63957041400;51.65965785200;"0";Wesel
"3";"5";"0";6.85180335800;51.33604507600;"1";Mettmann
"3";"5";"1";6.85378289400;51.29422297800;"0";Mettmann
"3";"8";"0";7.05484610800;51.33066156000;"0";Mettmann
"3";"5";"0";6.83787691700;51.47678965500;"0";Oberhausen
"3";"5";"0";6.37482458400;51.18375002500;"0";Mönchengladbach
"3";"0";"0";7.20436240400;51.28852169000;"0";Wuppertal
"2";"0";"0";5.86726208600;51.05024555800;"0";Heinsberg
"3";"5";"0";6.97309556600;51.47538850200;"0";Essen
"3";"0";"0";6.93219009700;51.48754988500;"0";Essen
"3";"5";"0";8.97790232700;52.24848916700;"1";Minden-Lübbecke
"3";"3";"0";8.93932316500;52.28895014000;"1";Minden-Lübbecke
"3";"5";"0";8.76109505500;52.20904451200;"0";Herford
"3";"4";"0";8.65516697100;52.13706763500;"0";Herford
"3";"3";"0";8.29497033900;51.84603425100;"1";Gütersloh
"3";"5";"0";8.27463530200;51.91727784300;"0";Gütersloh
"3";"5";"2";8.89660920200;52.03295054100;"1";Lippe
"3";"5";"0";8.49531005000;51.63964749400;"0";Soest
"2";"0";"0";7.98497181800;51.36120757000;"1";Hochsauerlandkreis
"3";"5";"0";6.92259764800;51.53867836000;"0";Bottrop
"2";"8";"0";7.26282869600;51.37948420000;"0";Ennepe-Ruhr-Kreis
"3";"5";"0";7.88349480800;51.68589756000;"0";Hamm
"3";"0";"0";7.45127876600;51.50534473000;"1";Dortmund
"3";"0";"0";6.48685616900;50.80336574300;"0";Düren
"3";"0";"0";7.72065742700;52.27084567300;"0";Steinfurt
"2";"9";"0";7.35025680800;52.07161581100;"0";Steinfurt
"3";"5";"0";7.16684129400;51.94993421600;"0";Coesfeld
"3";"4";"0";6.98100129500;52.06745135700;"0";Borken
"2";"5";"0";6.94574492300;51.54293338000;"0";Bottrop
"3";"5";"0";6.92936049500;51.52477859500;"0";Bottrop
"3";"0";"0";7.21336513700;51.57798229200;"0";Recklinghausen
"3";"4";"0";6.13005759000;50.95320175700;"0";Heinsberg
"3";"0";"0";6.89761949100;50.86394400900;"0";Rhein-Erft-Kreis
"3";"4";"0";6.88934951500;50.88106787700;"0";Rhein-Erft-Kreis
"3";"1";"0";6.95366784100;50.96477997700;"0";Köln
"3";"6";"0";6.90744278700;50.92723761100;"0";Köln
"3";"5";"0";7.11610417300;50.73897271100;"0";Bonn
"3";"0";"2";6.94553381800;51.13316934000;"1";Mettmann
"3";"5";"0";6.28778865100;51.73710181700;"1";Kleve
