UKATEGORIE;UART;ULICHTVERH;XGCSWGS84;YGCSWGS84;STRZUSTAND;GEN_K
"3";"0";"0";7.83816586200;51.69519133300;"2";Hamm
"3";"0";"0";7.19015544300;51.50629871700;"0";Bochum
"3";"5";"2";7.48033355600;52.23588951700;"1";Steinfurt
"3";"5";"2";7.33614345600;52.14947532500;"1";Steinfurt
"3";"0";"2";7.07352820500;51.52188329700;"1";Gelsenkirchen
"3";"5";"2";6.55606649400;51.31195196500;"1";Krefeld
"3";"5";"2";7.00314019800;51.46248100600;"1";Essen
"3";"6";"2";6.81475542300;51.23331657100;"1";Düsseldorf
"3";"5";"0";8.36718644800;51.91301377900;"1";Gütersloh
"3";"0";"2";7.87956294500;51.76914074900;"1";Warendorf
"3";"5";"0";6.99453503400;51.95992314700;"1";Borken
"3";"5";"0";7.33965920700;51.64888222100;"1";Recklinghausen
"3";"5";"2";6.36545433800;50.92727455800;"1";Düren
"2";"0";"0";7.37401671400;50.97993589400;"1";Oberbergischer Kreis
"3";"5";"2";7.04715911700;50.92983498600;"1";Köln
"2";"5";"2";6.92453321400;50.93675567300;"0";Köln
"3";"5";"0";7.07597651400;50.74032516200;"1";Bonn
"2";"5";"2";6.25022657400;51.50005919900;"1";Kleve
"3";"5";"1";6.20160411100;51.32478156100;"1";Viersen
"3";"5";"0";6.87968603100;51.47500444400;"1";Oberhausen
"3";"6";"0";6.81747816800;51.23404248700;"0";Düsseldorf
"3";"5";"1";8.65613730600;51.60624013200;"1";Paderborn
"3";"5";"0";8.77798304600;51.70589822600;"1";Paderborn
"3";"3";"2";8.30450877400;51.83800506500;"1";Gütersloh
"3";"0";"2";8.29905791400;51.83592669700;"1";Gütersloh
"3";"5";"2";8.30557189100;51.85578138200;"1";Gütersloh
"3";"5";"1";8.43498279700;52.01021696200;"1";Gütersloh
"3";"5";"2";7.67391921800;51.38537586900;"1";Märkischer Kreis
"3";"5";"2";7.57829625400;52.27355077100;"1";Steinfurt
"2";"5";"2";7.63659966300;51.95291175600;"1";Münster
"3";"5";"0";7.07437050600;51.60589222500;"1";Gelsenkirchen
"3";"7";"2";6.09349574700;50.82325314700;"1";Städteregion Aachen
"3";"0";"2";6.93261159100;50.93606966700;"1";Köln
"3";"5";"2";6.60960629400;51.66588123200;"1";Wesel
"3";"2";"1";6.73374828700;51.45838389800;"1";Duisburg
"3";"5";"0";6.81126007800;51.22522625400;"0";Düsseldorf
"3";"5";"2";8.90147115400;52.30543970400;"0";Minden-Lübbecke
"3";"5";"0";8.43826887600;51.82758994000;"0";Gütersloh
"3";"5";"0";8.24388316200;51.88263116500;"1";Gütersloh
"3";"5";"2";7.20494692100;50.79143724100;"1";Rhein-Sieg-Kreis
"3";"5";"2";6.67935453700;50.92350030900;"1";Rhein-Erft-Kreis
"3";"5";"0";7.55302171700;51.95261252500;"1";Münster
"3";"6";"2";7.07260743700;50.72786932200;"1";Bonn
"2";"5";"1";6.31149755300;51.52686130600;"1";Kleve
"3";"5";"0";6.44727389800;51.21252025100;"1";Mönchengladbach
"3";"3";"2";7.00468869500;51.44080810300;"1";Essen
"2";"4";"2";6.78324183600;51.41993679900;"1";Duisburg
"3";"4";"2";8.55269348700;52.02397309500;"1";Bielefeld
"3";"5";"0";7.62642918600;51.66960926900;"1";Unna
"3";"5";"2";7.89675104000;51.75601325100;"1";Warendorf
"3";"5";"0";7.43945160900;52.28681041600;"0";Steinfurt
"3";"5";"1";7.62445533400;52.10328680500;"1";Steinfurt
"3";"0";"2";7.63634563000;51.96190572400;"0";Münster
"3";"5";"0";6.13005604100;50.92007633800;"1";Heinsberg
"3";"5";"0";7.23443590700;51.59479145400;"0";Recklinghausen
"3";"5";"0";7.19389372400;51.61309289700;"0";Recklinghausen
"3";"5";"1";6.12248339800;50.79422435800;"0";Städteregion Aachen
"3";"5";"1";6.94902295000;50.93542911900;"0";Köln
"3";"6";"0";7.09782419200;50.73738993700;"0";Bonn
"3";"5";"2";6.27539591100;51.83352871900;"0";Kleve
"3";"5";"2";6.55463585200;51.30335052600;"1";Krefeld
"3";"3";"0";6.83543263700;51.23955692900;"0";Düsseldorf
"3";"4";"0";7.36496801500;51.86480958200;"1";Coesfeld
"3";"3";"2";7.63326162300;51.95344184900;"0";Münster
"2";"0";"0";7.57015851500;51.99001986800;"0";Münster
"3";"5";"2";6.96234913900;51.67229427100;"0";Recklinghausen
"3";"8";"2";6.19045350100;50.77460130500;"0";Städteregion Aachen
"3";"5";"2";6.56943984800;51.81079126900;"1";Borken
"2";"0";"2";6.72496224900;51.58018125400;"0";Wesel
"1";"5";"0";6.57345871700;51.41745010300;"0";Wesel
"3";"3";"0";6.90937263000;51.19686305900;"0";Mettmann
"3";"0";"0";6.23990067100;51.31085313200;"2";Viersen
"3";"5";"2";6.83353095400;51.46061155000;"1";Oberhausen
"3";"5";"0";7.32312037900;52.13758854300;"1";Steinfurt
"3";"5";"2";6.44987215900;51.82117430600;"1";Borken
"3";"0";"1";7.56023976900;52.01909893800;"1";Münster
"3";"6";"2";7.23426781400;51.55150714800;"0";Herne
"3";"0";"0";6.11726154100;50.77030137500;"1";Städteregion Aachen
"3";"2";"0";6.06662274300;50.79151390200;"1";Städteregion Aachen
"3";"6";"0";7.13549605700;50.99160580300;"1";Rheinisch-Bergischer Kreis
"3";"2";"2";7.67583664900;50.98223931200;"1";Oberbergischer Kreis
"3";"5";"0";7.02871699100;50.98619436900;"1";Köln
"3";"5";"0";6.76779175300;51.56295742700;"1";Wesel
"3";"5";"0";6.82795173800;51.28847687200;"1";Mettmann
"3";"5";"0";6.82400536100;51.49826798200;"1";Oberhausen
"3";"0";"0";6.42151406700;51.19683828400;"1";Mönchengladbach
"2";"5";"0";7.01267704100;51.53153302000;"1";Essen
"3";"0";"2";6.85603111700;51.23722536900;"1";Düsseldorf
"3";"2";"0";6.85785297600;51.22705137000;"1";Düsseldorf
"3";"3";"2";9.05509458300;51.83270546300;"0";Höxter
"3";"5";"0";8.71898537900;52.19560405400;"0";Herford
"3";"5";"1";8.24754471700;51.88556888200;"1";Gütersloh
"3";"5";"2";8.43974951000;51.88093233600;"0";Gütersloh
"3";"5";"2";7.64920733500;51.59108747500;"1";Unna
"3";"0";"2";7.52661884900;51.62921463800;"1";Unna
"3";"0";"2";7.46230538000;51.49850800500;"1";Dortmund
"2";"5";"1";7.22236173800;51.52706292500;"1";Herne
"2";"5";"0";7.04008834400;52.18408537200;"1";Borken
"2";"4";"2";7.03110182800;50.89964813400;"1";Köln
"2";"0";"0";6.84377849200;51.51296452600;"1";Oberhausen
"2";"5";"2";7.22304389000;51.27545544800;"1";Wuppertal
"3";"3";"0";6.78731042200;51.22832863800;"1";Düsseldorf
"3";"4";"2";9.15674784400;51.48894681500;"1";Höxter
"3";"3";"0";7.45539245400;51.51513483200;"1";Dortmund
"3";"5";"2";7.44799757800;51.49696487800;"0";Dortmund
"3";"5";"2";7.47514413900;51.52537736100;"1";Dortmund
"2";"5";"0";7.17341023100;51.92081770500;"1";Coesfeld
"3";"6";"2";6.09507682200;50.76852788500;"1";Städteregion Aachen
"3";"0";"0";7.71643064000;51.64940206600;"2";Hamm
"3";"0";"1";7.48341288800;51.35350392200;"2";Hagen
"2";"5";"0";7.14842837200;50.69139950800;"1";Bonn
"3";"5";"2";6.40423745700;51.25873979400;"1";Viersen
"2";"5";"1";6.54281111500;51.34821869700;"0";Krefeld
"3";"0";"2";8.40360116500;51.89765114300;"1";Gütersloh
"3";"0";"0";8.91694783200;52.02623432000;"0";Lippe
"3";"5";"0";8.52188758800;52.02610067300;"1";Bielefeld
"3";"5";"0";7.88348447500;51.68589516700;"1";Hamm
"3";"6";"0";7.38145323000;51.54789551900;"1";Dortmund
"3";"5";"2";7.39285689100;52.21809496200;"1";Steinfurt
"2";"5";"2";7.35659511700;52.05492842600;"1";Steinfurt
"3";"5";"1";7.03232585000;52.21553825300;"1";Borken
"3";"5";"0";6.61924535600;51.85448937000;"0";Borken
"3";"1";"2";7.64669888900;51.96355982500;"1";Münster
"3";"5";"0";7.62592959800;51.95566547600;"0";Münster
"3";"5";"1";7.62223900400;51.89373098200;"0";Münster
"3";"5";"0";6.99296374200;51.57650126900;"0";Recklinghausen
"3";"5";"1";7.13148221900;50.99011791300;"0";Rheinisch-Bergischer Kreis
"3";"0";"1";7.11885530400;50.98394722400;"1";Rheinisch-Bergischer Kreis
"3";"5";"0";6.95722170700;50.90368968600;"0";Köln
"3";"5";"0";6.62168583000;51.46054515900;"0";Wesel
"3";"5";"0";6.84866835100;51.08657348200;"0";Rhein-Kreis Neuss
"3";"5";"2";6.76564603000;51.42485167500;"0";Duisburg
"2";"5";"0";6.75425109000;51.48841390000;"0";Duisburg
"3";"6";"0";6.86153040700;51.23767537500;"0";Düsseldorf
"3";"0";"2";8.91322671000;52.24491727900;"0";Minden-Lübbecke
"3";"5";"1";8.60268438200;52.02663534500;"0";Bielefeld
"3";"5";"1";8.31215373500;51.18524966500;"0";Hochsauerlandkreis
"3";"5";"2";7.69270062500;51.39711016700;"1";Märkischer Kreis
"3";"5";"0";7.80628564200;51.67238901000;"0";Hamm
"3";"5";"0";7.21813244400;51.54510966200;"0";Herne
"3";"5";"2";7.74282810900;51.79522333700;"0";Warendorf
"3";"5";"2";7.74978201000;52.27279400200;"0";Steinfurt
"3";"5";"2";7.19925866600;52.20403647400;"0";Steinfurt
"3";"5";"1";7.52427257500;52.17283821200;"0";Steinfurt
"3";"5";"0";7.16870245700;51.93523988300;"0";Coesfeld
"3";"5";"0";7.09417790500;51.57396273800;"0";Gelsenkirchen
"3";"5";"0";6.06903925500;50.77041030700;"0";Städteregion Aachen
"3";"5";"0";7.18744362800;50.81123878600;"1";Rhein-Sieg-Kreis
"2";"0";"0";6.84336239700;50.74787397700;"1";Euskirchen
"2";"0";"0";7.06439209200;51.04056426100;"1";Leverkusen
"3";"0";"0";7.67475737500;51.56881720000;"2";Unna
"3";"5";"1";6.92467051200;50.93771076300;"1";Köln
"1";"3";"2";6.99034333400;50.89151334100;"0";Köln
"3";"5";"0";7.63977045800;51.33515627700;"1";Märkischer Kreis
"3";"5";"2";6.86375887600;51.47583859100;"0";Oberhausen
"3";"5";"0";7.46432541200;51.85406645100;"1";Coesfeld
"3";"5";"0";8.50523979100;51.88177867000;"0";Gütersloh
"3";"5";"1";7.16494207900;51.94013906000;"1";Coesfeld
"3";"5";"0";6.94130208400;51.98716444700;"0";Borken
"3";"5";"1";8.39285185300;51.88136802000;"0";Gütersloh
"3";"5";"0";7.17541308100;51.74079226200;"1";Recklinghausen
"3";"5";"0";8.15200537800;51.81829331800;"1";Warendorf
"3";"5";"1";7.43254079600;52.28458000600;"0";Steinfurt
"3";"5";"2";7.14310737500;51.94095942500;"0";Coesfeld
"3";"0";"1";6.63478867000;51.63941716200;"2";Wesel
"3";"5";"0";7.05260800300;51.60367430200;"2";Gelsenkirchen
"3";"5";"0";6.78557764000;50.96016455500;"1";Rhein-Erft-Kreis
"3";"3";"0";6.93951733500;51.16776948400;"0";Mettmann
"3";"3";"0";6.47061693500;51.28109668300;"1";Viersen
"2";"5";"0";6.15378227900;51.67291741900;"1";Kleve
"2";"5";"0";7.46728950800;51.50148420400;"0";Dortmund
"3";"5";"0";6.10284864500;50.78121042600;"0";Städteregion Aachen
"3";"5";"0";6.83326529200;50.93839314500;"0";Köln
"2";"5";"0";6.19821347200;51.29576117200;"1";Viersen
"2";"4";"2";8.19533127000;51.96581046200;"0";Gütersloh
"3";"5";"1";7.83041907800;51.84390632000;"0";Warendorf
"3";"5";"0";7.59600036400;51.94153727500;"0";Münster
"2";"4";"0";6.81374941800;50.77802638400;"0";Rhein-Erft-Kreis
"3";"5";"0";6.84991387300;50.91893737700;"0";Köln
"3";"5";"0";6.53824631200;51.46736471500;"0";Wesel
"2";"5";"0";6.24322388800;51.28695043200;"1";Viersen
"3";"5";"2";6.63063424000;51.27832675500;"1";Rhein-Kreis Neuss
"3";"5";"0";6.59027666600;51.33401077400;"0";Krefeld
"3";"1";"0";6.83971987800;51.42908811400;"0";Mülheim an der Ruhr
"3";"1";"2";6.76058550500;51.23167151200;"0";Düsseldorf
"3";"3";"0";7.48321558100;51.69478311900;"1";Unna
"3";"5";"0";7.34691727400;51.32239215100;"0";Ennepe-Ruhr-Kreis
"3";"0";"0";6.61193438300;51.81400808800;"2";Borken
"3";"5";"0";7.58957945400;51.92877709100;"0";Münster
"2";"5";"0";7.14187360200;51.61937904400;"0";Recklinghausen
"3";"5";"1";7.12094349700;51.49850141000;"1";Gelsenkirchen
"3";"5";"2";6.13006628400;50.95333372400;"2";Heinsberg
"3";"0";"0";6.55463491400;51.33551975600;"0";Krefeld
"2";"5";"2";6.93957814900;50.90564656500;"1";Köln
"3";"5";"0";6.77117760500;51.11452686700;"0";Rhein-Kreis Neuss
"3";"5";"2";7.03579888000;51.42397330100;"1";Essen
"3";"2";"0";7.00304506300;51.44744948200;"0";Essen
"3";"5";"1";8.42218564700;51.88421072200;"0";Gütersloh
"3";"5";"0";8.44485277600;51.89849534300;"0";Gütersloh
"3";"1";"0";6.85857579900;51.41395202100;"0";Mülheim an der Ruhr
"3";"5";"1";8.47392141100;51.99644403100;"0";Bielefeld
"3";"5";"2";6.75083452300;51.39731198300;"1";Duisburg
"3";"5";"2";6.77011498600;51.47049512500;"2";Duisburg
"3";"5";"0";6.86496366200;51.21436507800;"1";Düsseldorf
"3";"5";"0";6.80338632500;51.21622433800;"0";Düsseldorf
"3";"0";"2";8.64046765200;51.84637180600;"2";Paderborn
"2";"5";"2";6.97547569500;51.44606164600;"1";Essen
"3";"3";"0";8.92652391800;52.28941397900;"0";Minden-Lübbecke
"3";"5";"2";8.23490290700;51.88222477400;"0";Gütersloh
"3";"5";"1";8.52615262800;52.01927304700;"0";Bielefeld
"3";"3";"0";6.94308790100;51.53381206800;"1";Bottrop
"3";"0";"2";6.21703746200;50.73108646700;"1";Städteregion Aachen
"3";"5";"0";7.12303514200;50.98392278400;"1";Rheinisch-Bergischer Kreis
"3";"5";"0";6.85836127700;51.24311420900;"0";Düsseldorf
"3";"6";"0";6.80934871300;51.25073352800;"2";Düsseldorf
"3";"0";"1";8.96004472800;52.29980829200;"0";Minden-Lübbecke
"2";"0";"0";7.73323951800;51.86824551800;"1";Warendorf
"3";"0";"0";8.04025255500;51.99035063200;"2";Warendorf
"3";"5";"0";7.99691569100;51.94969702500;"0";Warendorf
"3";"5";"0";7.43581795900;51.76297231100;"1";Coesfeld
"2";"5";"2";6.61565102300;51.84138616600;"1";Borken
"3";"5";"1";6.11880306200;50.79190595400;"1";Städteregion Aachen
"3";"5";"0";6.86496115100;51.21436294000;"1";Düsseldorf
"3";"0";"1";6.95508969300;51.00906818500;"1";Köln
"3";"3";"1";7.08767891800;50.72100381800;"0";Bonn
"3";"5";"0";6.37469111700;50.91567679500;"1";Düren
"3";"5";"0";8.71301524500;51.74445853600;"0";Paderborn
"2";"0";"0";6.83349221500;50.96582285200;"1";Köln
"3";"0";"0";6.88847148400;51.43730383100;"1";Mülheim an der Ruhr
"3";"5";"1";8.72820148000;51.75276990500;"1";Paderborn
"3";"5";"0";7.65817301300;51.97542082900;"0";Münster
"3";"5";"0";7.63492742800;51.95975231800;"0";Münster
"3";"3";"0";7.58366465100;51.92671222700;"0";Münster
"3";"5";"2";7.32799854300;51.54477625900;"0";Recklinghausen
"3";"5";"0";7.19895666300;51.60736909500;"0";Recklinghausen
"3";"5";"0";8.01090599000;51.95778049300;"0";Warendorf
"3";"5";"0";7.67096673100;52.27445778100;"0";Steinfurt
"3";"5";"0";7.65644516400;51.95453018100;"0";Münster
"3";"0";"0";6.11838775000;50.88496260100;"0";Städteregion Aachen
"3";"3";"0";6.16548094100;50.74941319600;"0";Städteregion Aachen
"3";"5";"2";7.50019326000;50.96200177100;"1";Oberbergischer Kreis
"3";"5";"1";6.99695002100;51.07235188800;"0";Leverkusen
"3";"5";"2";7.08579801700;50.73370840700;"0";Bonn
"3";"5";"1";7.11447802000;50.76060723800;"0";Bonn
"3";"8";"0";6.58812596600;51.48688404300;"0";Wesel
"2";"3";"2";6.74070662000;51.55982834000;"1";Wesel
"3";"6";"2";7.05090270500;51.33315477900;"0";Mettmann
"3";"5";"1";6.60620988900;51.32455558800;"1";Krefeld
"3";"0";"0";6.95179468100;50.90392029900;"2";Köln
"3";"3";"0";6.67325871000;51.44975226200;"1";Wesel
"3";"5";"2";6.61394835900;51.23060101000;"2";Rhein-Kreis Neuss
"3";"2";"0";7.47404727100;51.37739406300;"1";Hagen
"3";"3";"0";7.89581781400;51.77190856700;"1";Warendorf
"2";"0";"0";7.99330054100;51.96397863000;"0";Warendorf
"3";"0";"0";7.51422676800;52.17163477900;"0";Steinfurt
"3";"5";"0";7.53257995300;52.17876576600;"0";Steinfurt
"3";"5";"0";7.01785574400;52.20992452100;"0";Borken
"3";"0";"0";6.94085715500;51.98738932500;"0";Borken
"3";"5";"0";6.61920030200;51.85450078100;"0";Borken
"3";"5";"0";7.58885011900;51.96527482100;"1";Münster
"2";"0";"2";7.66126036000;51.96779975800;"2";Münster
"3";"0";"2";7.67145158300;51.95078325800;"2";Münster
"3";"0";"2";7.59018983000;51.97370329300;"1";Münster
"3";"6";"2";7.28962332000;50.77322503000;"1";Rhein-Sieg-Kreis
"3";"6";"0";6.97124504800;50.93224127100;"0";Köln
"3";"5";"0";6.95710214900;50.95212830100;"0";Köln
"3";"1";"2";6.91889695800;50.94893512100;"0";Köln
"3";"5";"2";7.13689755700;50.70157812200;"0";Bonn
"3";"5";"0";6.93225335700;51.22043527700;"0";Mettmann
"3";"5";"1";6.97199267300;51.18088357400;"1";Mettmann
"3";"5";"0";6.85569309500;51.29208528700;"0";Mettmann
"2";"5";"2";6.54422947300;51.27318058400;"0";Viersen
"3";"5";"0";6.60732749700;51.22085690300;"0";Rhein-Kreis Neuss
"2";"6";"2";6.53955620300;51.35911563600;"1";Krefeld
"2";"5";"0";8.38261913700;51.90448856000;"0";Gütersloh
"2";"5";"0";8.83582251100;51.94635920700;"1";Lippe
"3";"5";"1";7.90247026300;51.72753214500;"1";Warendorf
"3";"5";"2";8.55269217800;52.02398799800;"0";Bielefeld
"3";"2";"2";7.58883009700;51.96527686800;"1";Münster
"3";"5";"0";7.09453328800;51.50719302900;"2";Gelsenkirchen
"3";"3";"2";7.22774090800;51.53032351100;"0";Herne
"3";"5";"0";7.21821585800;51.54501228600;"0";Herne
"3";"9";"2";7.94704018400;51.81200433300;"1";Warendorf
"3";"5";"0";7.04474370200;51.02253798800;"2";Leverkusen
"2";"0";"2";7.09646103800;50.73686199100;"1";Bonn
"3";"5";"2";7.61464597200;52.00269225000;"1";Münster
"3";"5";"0";7.60027185900;51.93479185300;"1";Münster
"2";"0";"0";8.64558461800;51.82746407600;"2";Paderborn
"3";"5";"2";8.80049025800;52.21934222200;"1";Minden-Lübbecke
"3";"3";"2";9.09509133800;52.37246862900;"0";Minden-Lübbecke
"3";"5";"2";6.26661242600;51.66313525400;"1";Kleve
"2";"5";"2";6.42513022600;51.19273555700;"1";Mönchengladbach
"3";"0";"0";7.99246313600;50.95809979700;"1";Siegen-Wittgenstein
"3";"3";"2";8.65678249500;52.11897532500;"1";Herford
"3";"5";"0";8.65821453100;51.91149907100;"1";Gütersloh
"3";"5";"2";8.42898751800;51.81165864800;"1";Gütersloh
"2";"3";"0";8.52786393500;52.02198950200;"1";Bielefeld
"3";"5";"2";7.76347031000;51.66387586900;"1";Hamm
"3";"5";"2";7.33509800600;52.14622828400;"0";Steinfurt
"3";"3";"2";7.52518225100;52.16056900200;"0";Steinfurt
"2";"3";"2";7.64549299900;51.96285741700;"2";Münster
"3";"5";"0";7.64703086600;51.96372795300;"1";Münster
"2";"5";"0";7.83242854300;51.84312049900;"1";Warendorf
"3";"5";"0";6.93556667200;51.54404326200;"0";Bottrop
"3";"2";"0";7.20845885800;51.61089396100;"0";Recklinghausen
"3";"4";"2";6.10398380200;50.77967404200;"1";Städteregion Aachen
"3";"1";"0";6.94962389300;50.62722940400;"0";Rhein-Sieg-Kreis
"3";"5";"2";7.10478908300;50.76703751900;"0";Bonn
"3";"5";"0";8.70948132000;51.74220519400;"0";Paderborn
"3";"3";"2";8.76131959400;52.29610543200;"2";Minden-Lübbecke
"3";"5";"2";8.72718304100;52.19973622300;"1";Herford
"3";"0";"2";8.28324041800;51.85755448400;"2";Gütersloh
"3";"5";"0";7.75623576400;51.37425910300;"0";Märkischer Kreis
"3";"5";"0";7.04667885800;52.20597829100;"1";Borken
"3";"5";"0";5.99434025200;51.05737384700;"0";Heinsberg
"3";"0";"0";6.04566953500;50.83284268000;"0";Städteregion Aachen
"3";"5";"0";7.17937520500;50.75408964800;"1";Rhein-Sieg-Kreis
"3";"0";"0";7.01409478700;50.95275078400;"0";Köln
"2";"0";"0";7.78879425600;51.58539379600;"0";Unna
"2";"0";"0";6.61043812600;51.76530484400;"0";Wesel
"3";"5";"0";7.57472984200;52.27425342300;"1";Steinfurt
"2";"5";"0";7.04033384800;52.20700425400;"1";Borken
"3";"0";"0";6.19638917300;51.32775376400;"0";Viersen
"3";"1";"1";7.62598634200;51.95407095400;"1";Münster
"3";"5";"0";6.82550901000;51.10816111600;"0";Rhein-Kreis Neuss
"3";"5";"1";7.17469404000;50.93054454500;"2";Rheinisch-Bergischer Kreis
"3";"5";"0";6.85710795500;51.47620005400;"0";Oberhausen
"2";"5";"0";7.17476321000;50.91803012500;"2";Rheinisch-Bergischer Kreis
"3";"5";"2";8.60045731100;52.18785714700;"0";Herford
"3";"5";"0";8.48518013100;51.81535928500;"0";Gütersloh
"2";"5";"1";6.88651619000;51.47936117200;"1";Oberhausen
"3";"5";"2";6.44371679600;51.19439835100;"1";Mönchengladbach
"3";"5";"2";8.91053981600;52.29933816800;"1";Minden-Lübbecke
"3";"5";"0";8.02754344100;51.30746313100;"2";Hochsauerlandkreis
"2";"5";"0";7.50577170600;51.48615281300;"0";Dortmund
"3";"0";"2";7.14354813500;51.42721662300;"0";Bochum
"3";"5";"2";7.89560494800;51.77134139700;"0";Warendorf
"3";"5";"2";7.51146914700;52.16319164200;"0";Steinfurt
"3";"2";"0";7.21703429100;52.20382050300;"1";Steinfurt
"3";"5";"0";7.62355481000;51.97471980900;"0";Münster
"3";"1";"0";7.63420800400;51.95968347300;"0";Münster
"2";"5";"0";7.25859086300;51.64008973400;"0";Recklinghausen
"3";"5";"0";6.95411187500;51.68370536900;"0";Recklinghausen
"3";"0";"0";6.19677700100;50.91794474100;"0";Städteregion Aachen
"2";"5";"0";7.26303919800;51.60182301100;"0";Recklinghausen
"3";"3";"2";6.06582754700;50.76085030200;"0";Städteregion Aachen
"3";"5";"0";7.17502660700;50.91665470800;"1";Rheinisch-Bergischer Kreis
"3";"5";"0";6.83017814900;50.91399357700;"1";Rhein-Erft-Kreis
"3";"6";"2";6.91344802300;50.95231360100;"1";Köln
"3";"3";"0";6.93941790600;51.16389737400;"1";Mettmann
"3";"5";"2";6.94359509700;51.17006953600;"0";Mettmann
"3";"2";"0";6.69199397800;51.19248257400;"0";Rhein-Kreis Neuss
"3";"3";"0";6.79126136900;51.22900645700;"1";Düsseldorf
"3";"5";"0";9.14037047000;51.49117588600;"1";Höxter
"2";"5";"2";6.88800281900;51.43549044100;"1";Mülheim an der Ruhr
"3";"5";"0";6.78651906000;51.22278047300;"0";Düsseldorf
"3";"5";"0";8.90168192200;52.03340032900;"0";Lippe
"3";"1";"0";8.53063926700;51.95465537000;"0";Bielefeld
"3";"5";"0";8.35376226900;51.90269491100;"1";Gütersloh
"2";"5";"2";8.52268946100;52.04463580000;"1";Bielefeld
"2";"8";"0";7.29067914200;51.28375829800;"1";Ennepe-Ruhr-Kreis
"2";"3";"0";8.36198356700;51.66256953100;"0";Soest
"3";"5";"0";7.76909674200;51.70031466600;"1";Hamm
"3";"5";"2";7.82969269000;51.69753333000;"1";Hamm
"3";"0";"0";7.86329548400;51.69112122000;"0";Hamm
"3";"5";"2";7.46279833000;51.51731669400;"0";Dortmund
"3";"5";"0";7.62925041300;51.94431215700;"0";Münster
"3";"0";"0";7.62925064100;51.94431232900;"0";Münster
"3";"5";"2";8.81077707900;52.21048043400;"0";Minden-Lübbecke
"3";"5";"0";7.72305725200;51.57806012600;"0";Unna
"3";"5";"0";8.51222857600;51.64516833700;"0";Soest
"3";"1";"0";6.92115503000;50.94797248000;"0";Köln
"3";"6";"0";6.94178671300;50.93598147900;"0";Köln
"2";"5";"0";6.88702931900;51.11602246400;"0";Mettmann
"3";"1";"2";6.94996769600;51.09428876100;"0";Mettmann
"3";"6";"0";6.93110620600;51.16956741800;"0";Mettmann
"3";"5";"0";7.07289571500;51.15821033300;"0";Solingen
"3";"4";"1";7.82680182200;51.67116123400;"0";Hamm
"3";"5";"0";7.46679380900;51.50369488000;"0";Dortmund
"3";"5";"0";6.80083439300;51.25067154700;"1";Düsseldorf
"3";"5";"0";6.75266237400;51.23161612900;"0";Düsseldorf
"3";"0";"0";8.43865236200;52.43014703700;"0";Minden-Lübbecke
"2";"3";"0";8.93880405800;52.31657658500;"0";Minden-Lübbecke
"3";"0";"0";6.85410775100;51.74247307600;"2";Borken
"2";"5";"2";7.14391725600;51.60629631800;"0";Recklinghausen
"3";"0";"2";6.13702997300;50.91475453200;"2";Heinsberg
"3";"5";"1";6.44066257800;50.85425363600;"0";Düren
"3";"0";"2";6.17989000500;50.86919281700;"2";Städteregion Aachen
"2";"1";"0";6.09723474100;50.77459135400;"0";Städteregion Aachen
